"","1627","1628","1631","1632","1633","1634","1635","1636","1637","1638","1639","1640","1641","1642","1643","1644","1645","1646","1648","1650","1652","1653","1654","1655","1656","1657","1658","1659","1660","1661","1662","1663","1664","1665","1666","1667","1668","1669","1670","1671","1672","1673","1674","1675","1676","1677","1678","1679","1680","1681","1682","1683","1685","1686","1687","1688","1689","1690","1691","1692","1693","1694","1695","1696","1697","1698","1699","1700","1701","1702","1703","1704","1705","1706","1707","1708","1710","1711","1712","1713","1715","1716","1717","1718","1719","1720","1721","1722","1723","1724","1725","1726","1727","1728","1729","1730","1731","1732","1733","1734","1735","1736","1737","1738","1739","1740","1741","1742","1743","1744","1745","1747","1748","1749","1750","1751","1752","1753","1754","1756","1757","1758","1759","1760","1762","1763","1765","1766","1767","1768","1769","1770","1771","1772","1773","1774","1775","1776","1777","1778","1779","1780","1781","1782","1783","1784","1785","1786","1787","1788","1789","1790","1791","1792","1793","1794","1795","1796","1797","1798","1799","1800","1801","1802","1803","1804","1805","1806","1807","1808","1809","1810","1811","1812","1813","1814","1815","1816","1817","1818","1819","1820","1821","1822","1823","1824","1825","1826","1827","1828","1829","1830","1831","1832","1833","1834","1835","1836","1837","1838","1840","1841","1842","1843","1844","1845","1846","1847","1848","1849","1850","1851","1852","1853","1854","1855","1856","1857","1858","1860","1861","1863","1864","1865","1866","1867","1868","1870","1871","1872","1873","1874","1875","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931"
"1627",0,19,22,3,27,20,21,21,19,18,42,20,21,22,29,20,3,16,17,20,19,2,16,22,20,24,26,19,21,20,2,16,3,2,18,3,22,19,2,25,2,2,3,19,34,18,22,22,21,23,21,22,15,21,19,22,16,4,19,21,20,22,23,20,20,14,17,3,2,21,22,20,21,19,19,19,42,17,18,20,21,24,20,24,22,20,21,23,22,21,20,21,23,20,20,23,18,22,22,5,21,21,36,41,17,22,21,21,26,18,22,22,21,7,21,41,18,18,21,33,33,22,15,20,18,21,20,23,21,20,24,22,19,19,21,24,15,20,20,18,17,19,24,22,22,18,22,19,22,17,20,24,20,24,20,18,19,19,23,22,19,18,16,19,19,34,35,21,14,20,36,19,19,21,20,19,21,17,18,13,18,20,14,15,13,17,19,19,22,21,22,16,14,23,19,22,19,19,22,18,22,24,21,24,18,16,18,20,22,26,19,23,22,20,30,23,19,25,15,20,23,27,17,24,26,21,24,24,18,23,28,28,20,17,23,20,17,17,25,18,27,18,21,20,24,15,23,25,16,19,22,20,21,24,24,16,16,23,22,22,21,22,23,22,20,22,22,22,25,21,22,24,23,17,26,18,23,22,26,25,21,23,29,23,25,23,25,19
"1628",19,0,19,18,24,1,2,18,16,15,39,17,2,19,14,1,18,13,20,17,0,17,11,5,19,21,9,0,2,21,17,13,18,17,21,18,19,0,17,22,17,17,18,16,25,11,19,19,18,20,24,3,18,18,16,19,19,17,16,18,17,19,20,17,17,17,20,18,17,18,19,1,18,16,16,16,39,14,15,1,2,21,1,21,19,17,18,20,19,18,17,2,20,17,17,20,17,19,3,20,18,2,33,38,20,19,18,2,23,15,19,19,18,16,18,38,5,21,2,30,30,3,12,17,21,18,17,20,18,17,21,19,16,16,2,21,12,17,17,17,4,22,21,19,19,21,19,22,19,14,17,21,19,21,23,21,22,22,20,19,22,21,13,22,22,31,32,18,17,17,33,22,22,18,17,22,18,14,21,20,15,1,13,18,16,14,22,22,19,18,19,19,17,20,22,19,16,16,19,15,19,21,24,21,15,13,21,17,19,23,16,26,19,17,27,20,22,22,18,17,20,24,14,21,23,18,21,21,15,20,25,25,19,14,20,17,14,14,22,15,24,15,18,17,21,12,20,22,19,16,19,17,18,21,21,13,13,20,19,25,18,19,20,25,17,25,25,25,6,24,19,21,20,14,23,15,20,19,23,6,18,20,26,20,24,20,22,16
"1631",22,19,0,21,27,18,21,19,19,18,42,20,21,22,29,20,21,16,23,20,19,20,24,22,22,22,26,19,21,30,20,16,21,20,24,21,22,19,20,21,20,20,21,17,32,18,18,20,21,23,27,22,21,17,19,20,22,20,19,19,20,20,23,18,20,20,23,21,20,21,22,20,21,19,19,17,42,17,18,20,21,24,20,24,22,20,21,23,20,21,20,21,23,18,20,21,20,22,22,23,21,21,36,41,23,20,21,21,24,18,20,20,19,19,19,39,18,22,21,33,33,20,15,18,24,21,20,23,19,18,24,20,17,19,21,20,15,20,18,20,17,25,24,22,20,24,22,25,20,17,20,24,22,22,26,24,25,25,23,20,25,24,16,25,25,34,35,21,20,20,36,25,25,21,20,25,21,17,24,23,16,20,16,21,19,17,25,25,22,21,22,22,20,23,25,20,19,17,20,16,22,22,27,22,16,14,24,18,20,26,19,29,20,18,28,21,25,25,21,20,23,27,17,24,24,19,24,22,18,23,26,26,22,17,23,20,17,17,23,18,25,18,21,20,22,13,21,25,22,19,20,20,21,22,22,16,16,23,22,28,21,22,23,28,20,28,28,28,25,27,22,24,21,15,24,18,23,22,26,25,19,23,29,23,25,23,25,19
"1632",3,18,21,0,24,19,18,20,18,17,41,19,18,21,26,19,0,15,16,19,18,1,15,21,17,23,25,18,18,19,1,15,0,1,17,0,21,18,1,22,1,1,0,18,31,17,21,19,20,22,20,19,14,20,18,19,15,1,18,18,19,19,22,19,19,13,16,2,1,20,19,19,20,18,18,18,41,16,15,19,18,21,19,21,19,19,18,20,19,18,17,18,20,19,17,20,15,19,19,2,18,18,33,38,16,21,18,20,23,17,21,19,20,6,20,40,17,17,20,32,32,21,14,19,17,20,19,20,18,19,23,21,18,18,20,23,14,17,19,15,16,16,21,19,21,17,21,16,19,16,17,21,19,21,17,17,16,16,22,19,16,15,15,16,16,33,32,18,13,19,33,16,16,20,17,16,18,16,17,12,15,19,11,12,12,16,16,16,19,18,19,13,13,22,16,19,16,16,19,17,19,21,18,23,17,13,17,19,21,23,18,20,19,19,29,22,16,24,12,19,20,26,16,23,25,20,23,23,15,22,25,25,21,14,20,19,14,14,22,15,24,17,18,19,23,12,20,22,15,16,19,19,18,21,21,13,13,20,19,21,18,19,20,19,17,19,19,19,22,18,21,21,20,16,25,17,20,21,23,22,20,22,28,20,24,22,24,16
"1633",27,24,27,24,0,25,24,26,24,23,47,23,24,27,32,25,24,21,28,25,24,25,29,27,25,29,31,24,24,35,25,23,24,25,29,24,27,24,25,28,25,25,24,24,37,23,27,25,26,10,32,25,26,26,24,25,27,23,24,24,25,25,28,25,25,25,28,26,25,26,25,25,26,24,24,24,47,22,21,25,24,27,25,27,25,25,24,26,25,24,23,24,26,25,23,26,23,25,25,26,24,24,39,44,28,27,24,26,29,23,27,25,26,24,26,46,23,29,26,38,38,27,20,25,29,26,25,26,24,25,29,27,24,24,26,29,20,23,25,23,22,28,27,25,27,29,27,28,25,22,23,27,27,27,29,29,28,28,28,25,28,27,21,28,28,39,38,24,25,25,39,28,28,26,23,28,24,22,29,28,21,25,19,24,24,22,28,28,25,24,25,25,25,28,28,25,22,22,25,23,25,27,30,29,23,19,29,25,27,29,24,32,25,25,35,28,28,30,24,25,26,32,22,29,31,26,29,29,21,28,31,31,27,20,26,25,20,20,28,21,30,23,18,25,29,18,26,28,27,20,25,25,24,27,27,19,19,26,25,33,24,25,26,31,23,31,31,31,28,30,27,27,26,22,31,19,26,27,29,28,26,26,34,26,30,28,30,22
"1634",20,1,18,19,25,0,3,19,17,16,40,18,3,20,15,2,19,14,21,18,1,18,12,6,20,20,10,1,3,22,18,14,19,18,22,19,20,1,18,21,18,18,19,17,24,12,18,20,19,21,25,4,19,17,17,20,20,18,17,19,18,18,21,18,18,18,21,19,18,19,20,2,19,17,17,17,40,15,16,2,3,22,2,22,20,18,19,21,20,19,18,3,21,16,18,21,18,20,4,21,19,3,34,39,21,20,19,3,24,16,20,20,19,17,19,37,6,22,3,31,31,4,13,18,22,19,18,21,19,18,22,20,17,17,3,20,13,18,18,18,5,23,22,20,20,22,20,23,20,15,18,22,20,22,24,22,23,23,21,20,23,22,14,23,23,32,33,19,18,18,34,23,23,19,18,23,19,15,22,21,16,2,14,19,17,15,23,23,20,19,20,20,18,21,23,20,17,17,20,16,20,22,25,22,16,14,22,16,18,24,17,27,20,16,26,19,23,23,19,18,21,25,15,22,22,19,22,22,16,21,26,26,20,15,21,18,15,15,23,16,25,16,19,18,22,13,21,23,20,17,20,18,19,22,22,14,14,21,20,26,19,20,21,26,18,26,26,26,7,25,20,22,21,15,24,16,21,20,24,7,19,21,27,21,25,21,23,17
"1635",21,2,21,18,24,3,0,20,18,17,41,19,0,21,14,3,18,15,22,19,2,19,13,7,19,23,11,2,0,23,19,15,18,19,23,18,21,2,19,22,19,19,18,18,25,13,21,19,20,22,26,1,20,20,18,19,21,17,18,18,19,19,22,19,19,19,22,20,19,20,19,1,20,18,18,18,41,16,15,1,0,21,1,21,19,19,18,20,19,18,17,0,20,19,17,20,17,19,1,20,18,2,33,38,22,21,18,2,23,17,21,19,20,18,20,40,7,23,2,32,32,5,14,19,23,20,19,20,18,19,23,21,18,18,2,23,14,17,19,17,6,22,21,19,21,23,21,22,19,16,17,21,21,21,23,23,22,22,22,19,22,21,15,22,22,33,32,18,19,19,33,22,22,20,17,22,18,16,23,22,15,3,13,18,18,16,22,22,19,18,19,19,19,22,22,19,16,16,19,17,19,21,24,23,17,13,23,19,21,23,18,26,19,19,29,22,22,24,18,19,20,26,16,23,25,20,23,23,15,22,25,25,21,14,20,19,14,14,22,15,24,17,18,19,23,12,20,22,21,16,19,19,18,21,21,13,13,20,19,27,18,19,20,25,17,25,25,25,4,24,21,21,20,16,25,17,20,21,23,4,20,22,28,20,24,22,24,16
"1636",21,18,19,20,26,19,20,0,18,17,41,19,20,21,28,19,20,15,22,19,18,19,23,21,21,23,25,18,20,29,19,15,20,19,23,20,21,18,19,22,19,19,20,16,33,17,19,21,20,22,26,21,20,18,18,3,21,19,18,18,19,21,22,3,19,19,22,20,19,20,21,19,20,18,18,18,41,16,17,19,20,23,19,23,21,19,20,8,3,20,19,20,22,19,19,20,19,21,21,22,20,20,35,40,22,19,20,20,23,17,19,19,20,18,18,40,17,21,20,32,32,21,14,19,23,20,19,22,20,19,23,19,18,18,20,21,14,19,19,19,16,24,23,21,19,23,21,24,19,16,19,23,21,21,25,23,24,24,22,19,24,23,15,24,24,33,34,20,19,19,35,24,24,20,19,24,20,16,23,22,17,19,15,20,18,16,24,24,21,20,21,21,19,22,24,19,18,16,19,15,21,21,26,5,15,13,23,19,21,25,18,28,13,19,29,22,24,24,20,19,22,26,16,21,25,18,23,21,17,22,25,25,21,16,22,19,16,16,22,17,22,17,20,19,21,12,20,24,21,18,19,19,20,5,7,15,15,22,21,27,20,21,22,27,19,27,27,27,24,26,21,23,20,14,9,17,22,21,25,24,18,22,28,22,24,22,24,18
"1637",19,16,19,18,24,17,18,18,0,9,39,17,18,15,26,17,18,7,20,17,16,17,21,19,19,21,23,16,18,27,17,15,18,17,21,18,13,16,17,22,17,17,18,16,31,15,19,19,18,20,24,19,18,18,16,19,19,17,16,18,17,19,20,17,17,17,20,18,17,18,19,17,18,12,16,16,39,14,15,17,18,21,17,21,19,17,14,20,19,18,17,18,20,17,11,20,17,19,19,20,18,18,33,38,20,19,18,18,23,9,19,19,18,16,18,38,15,21,18,30,30,19,12,17,21,18,17,16,18,17,21,19,16,12,18,21,12,13,17,17,14,22,21,19,19,21,15,22,19,10,11,21,19,21,23,21,22,22,20,19,22,21,13,22,22,31,32,12,17,11,31,22,22,14,17,22,12,10,21,20,15,17,13,18,16,10,22,22,19,18,15,19,17,20,22,19,16,16,19,15,19,21,24,21,15,13,21,17,19,23,16,26,19,17,27,20,22,18,18,17,20,24,10,21,23,18,15,21,11,20,25,25,19,10,16,17,10,10,22,11,24,11,18,17,21,10,20,22,19,16,19,17,18,21,21,9,9,20,19,25,14,19,16,25,13,23,23,23,22,22,15,21,20,14,23,15,16,19,17,22,18,20,26,16,24,18,22,16
